formatted_text,date,title,link.href
 los manifestantes en berlín protestaron contra la política de las autoridades alemanas exigiendo el levantamiento de las sanciones antirrusas y la importación de los recursos energéticos más económicos desde rusia. Decenas de personas acudieron con banderas alemanas y rusas al lugar de la protesta. En los carteles se leía quiero gas y petróleo ruso quien calla hoy se congela mañana y también exigían la dimisión del gobierno. Algunos llevaban inscripciones en ruso en sus carteles como paz y amistad con rusia. En parís también tuvo lugar una manifestación que reclamaba la dimisión del presidente francés emmanuel macron. Las personas manifestaron su rechazo a la membresía de francia en la otan y al suministro de armas a ucrania. Una de los representantes expresó en una entrevista con sputnik que protestaron para condenar la política del mandatraio francés. La confederación general italiana del trabajo el mayor sindicato nacional también celebró una marcha y una concentración en el centro de roma. Los manifestantes sostenían pancartas y carteles contra el aumento del costo de vida la inflación y las subidas de las tarifas energéticas. Durante la protesta hubo muchas consignas antifascistas y pacifistas. Viena tampoco se libró de las protestas docenas de manifestantes se aglomeraron en la capital de austria con pancartas que decían no al apoyo a los belicistas ue otan eeuu por la neutralidad la salida de [austria de la ue la amistad con rusia reducir los precios de la gasolina la luz el gas los alimentos no a las sanciones los altos impuestos la inflación. Por su parte miles de representantes de diversos sindicatos checos se reunieron en la plaza de wenceslao en el centro de praga para protestar contra el gobierno por el escaso apoyo público en medio de una fuerte caída del nivel de vida. La unión europea aprobó el de octubre el octavo paquete de sanciones contra rusia donde se incluyen las bases para limitar el precio del petróleo ruso en el transporte marítimo.,18:56 GMT 08.10.2022,Jornada de protestas masivas en Europa contra la inflación y la caída del nivel de vida | Videos,https://sputniknews.lat/20221008/jornada-de-protestas-masivas-en-europa-contra-la-inflacion-y-la-caida-del-nivel-de-vida--videos-1131316228.html
