formatted_text,date,title,link.href
 junto con la crisis alimentaria llegó la crisis energética. Turquía ganó éxito en el primer tema y en caso necesario estaría dispuesta a mediar también en la crisis energética dijo en una entrevista con el canal de televisión tvnet. Donmez aseguró que turquía no tiene problemas con los principales proveedores de gas del país. Después del inicio de la operación militar rusa en ucrania occidente endureció las sanciones contra rusia provocando la ruptura de las cadenas logísticas con la consecuente subida de los precios de los combustibles y productos alimentarios en europa y estados unidos.,02:55 GMT 03.01.2023,Turquía se ofrece como mediadora en la crisis energética,https://sputniknews.lat/20230103/turquia-se-ofrece-como-mediadora-en-la-crisis-energetica-1134273622.html
