formatted_text,date,title,link.href
 wesmellgas publicó un video en el que se veía a sus miembros corriendo por la sala gritando que mientras las compañías bp mckinsey y blackrock hacen tratos multimillonarios para sumir al mundo en un futuro de combustibles fósiles la gente no puede permitirse calentar sus casas y alimentar a sus familias. La capital austriaca acoge la conferencia europea del gas anualmente. Este año el evento se desarrolla del al de marzo. Después del inicio de la operación militar rusa en ucrania el de febrero de occidente endureció las sanciones contra rusia provocando la ruptura de las cadenas logísticas con la consecuente subida de los precios de los combustibles y productos alimentarios en europa y estados unidos.,12:54 GMT 29.03.2023,"Ecoactivistas irrumpen en la cena de la Conferencia Europea del Gas en Viena | Videos, fotos",https://sputniknews.lat/20230329/ecoactivistas-irrumpen-en-la-cena-de-la-conferencia-europea-del-gas-en-viena--video-1137470439.html
