formatted_text,date,title,link.href
 trabajamos gradualmente para aplicar mecanismos financieros alternativos a los occidentales para disminuir los riesgos de sanciones para la cooperación económicocomercial entre rusia y américa latina dijo la portavoz. Rusia continuó la vocera también sigue con interés las discusiones que tienen lugar actualmente en torno a la organización y el desarrollo de la cumbre de las américas que se celebra desde el hasta el de junio en la ciudad estadounidense de los ngeles. Al menos siete mandatarios de la región informaron que no acudirían al encuentro en repudio a la exclusión de cuba nicaragua y venezuela. Por su parte la casa blanca argumentó su decisión de no invitar a los presidentes de estos tres países acusando a sus gobiernos de no cumplir con los cánones de la democracia.,11:53 GMT 08.06.2022,Rusia desarrolla mecanismos financieros con los países de América Latina,https://sputniknews.lat/20220608/rusia-desarrolla-mecanismos-financieros-con-los-paises-de-america-latina-1126433179.html
