formatted_text,date,title,link.href
  sputnik ele confirmou que a usina nuclear que fica na cidade e que é a maior da europa no foi atingida pelos ataques ucranianos. As autoridades da cidade confirmaram as informaçes sobre o bombardeio e pediram aos moradores que se deslocassem para um local seguro. Informaçes sobre os locais das exploses bem como vítimas e danos infraestrutura civil esto sendo especificadas disse a administraço da cidade em comunicado. Hoje () o presidente da turquia recep tayyip erdogan disse que expressou preocupaço sobre a usina ao presidente da ucrnia com quem se encontrou juntamente ao secretáriogeral da onu antónio guterres. A central nuclear de zaporizhie localizada na margem esquerda do rio dniepre é a maior da europa em número de unidades e produço. Desde março a usina está sob o controle dos militares russos. Nas últimas semanas a rússia acusou repetidamente a ucrnia de bombardear a usina.,20:22 18.08.2022,Ucrânia bombardeia região de Zaporozhie novamente; maior usina nuclear da Europa não foi afetada,https://sputniknewsbrasil.com.br/20220818/ucrania-bombardeia-regiao-de-zaporozhie-novamente-maior-usina-nuclear-da-europa-nao-foi-afetada-24273039.html
