formatted_text,date,title,link.href
 un representante de los servicios de emergencia de la región informó a sputnik que la explosión hirió a maxim zubarev que hasta hace poco dirigía la administración del pueblo akímovka. Aún no hay información sobre la gravedad de las heridas sufridas por zubarev. Sin embargo la publicación no especifica el estado del herido. Los servicios de emergencia están trabajando en el lugar del accidente.,06:02 GMT 03.04.2023,Una persona resulta herida por una explosión de un auto en Melitópol | Video,https://sputniknews.lat/20230403/una-persona-resulta-herida-por-una-explosion-de-un-auto-en-melitopol-1137653697.html
