formatted_text,date,title,link.href
 luché en soy ucraniano soy nazi. Luché contra la república popular de donetsk. (…) cuando los tanques ucranianos entren en donetsk [sus habitantes serán aniquilados advirtió el militar ucraniano. Tenemos que aniquilarlos concluyó. Desde hace años rusia ha advertido sobre la presencia de grupos neonazis y ultranacionalistas de extrema derecha en ucrania. Por ese motivo y por defender a las comunidades rusas de la región de donbás moscú inició la operación militar especial de desmilitarización y desnazificación de ucrania el pasado de febrero. Como destacó el mandatario ruso vladímir putin el gobierno actual de kiev tiene características neonazis ya que las autoridades ucranianas glorifican a los colaboradores nazis de la segunda guerra mundial al rango de héroes nacionales. Ahora ucrania es la única nación del mundo que tiene una formación neonazi en sus fuerzas armadas aseveró. Se trata del batallón azov (prohibido en rusia por extremista y terrorista). Este batallón surgió como una unidad de voluntarios de ideología ultranacionalista radical tras el golpe de estado que se produjo en ucrania en febrero de y luego pasó a formar parte de la guardia nacional de ese país. Los combatientes de este batallón están involucrados en crueles torturas y asesinatos. Para los residentes de donbás este batallón neonazi se convirtió en un símbolo del infierno y del terror durante muchos años.,10:00 GMT 16.10.2022,"Un soldado ucraniano: ""Tenemos que aniquilar a los habitantes de Donetsk"" | Video",https://sputniknews.lat/20221016/un-soldado-ucraniano-tenemos-que-aniquilar-a-los-habitantes-de-donetsk--video-1131548297.html
