formatted_text,date,title,link.href
 según ella el proyecto aún no fue aprobado y solo tiene que ser debatido en el senado. La cámara de representantes de estados unidos aprobó en abril de el proyecto de ley de lucha contra la actividad maligna de rusia en frica. Después pasó al senado. El proyecto de ley prevé la aplicación del castigo estadounidense contra los países africanos por cooperar con rusia en diversos ámbitos. Además la jefa de la diplomacia sudafricana detalló que su país dio a entender a eeuu que quiere sean revisadas las sanciones unilaterales de la nación norteamericana que afectan los intereses de muchos países. Pandor puso el ejemplo de las sanciones contra zimbabue venezuela y cuba que incluso siendo unilaterales afectan a muchos países y les causan graves problemas. Cuando consideramos que se está violando el derecho internacional o humanitario podemos seguir [las indicaciones de los supervisores de las sanciones pero cuando consideramos que se trata de una imposición unilateral sin una decisión de la onu no creemos que sudáfrica esté obligada a hacerlo añadió la ministra. Occidente intensificó las sanciones a rusia por su operación militar especial en ucrania lo que provocó una subida de los precios de la electricidad los combustibles y los alimentos en europa y estados unidos. El presidente de rusia vladímir putin señaló que la política de contención y debilitamiento de moscú es una estrategia a largo plazo de occidente y que las sanciones asestaron un duro golpe a toda la economía mundial. Según él el principal objetivo de estados unidos y sus aliados es empeorar la vida de millones de personas.,13:59 GMT 18.01.2023,Sudáfrica insta a EEUU a retirar el proyecto de ley antirruso en África,https://sputniknews.lat/20230118/sudafrica-insta-a-eeuu-a-retirar-el-proyecto-de-ley-antirruso-en-africa-1134762743.html
