formatted_text,date,title,link.href
 durante discurso no fórum econmico mundial em davos o chefe da otan jens stoltenberg disse que a aliança enviará maior apoio e armas mais pesadas ucrnia. A autoridade ainda reiterou que há uma necessidade urgente de enviar mais armamento e que o tempo importa. Discursando também no fórum em davos o presidente da ucrnia vladimir zelensky pediu que o fornecimento de armas ocidentais chegue mais acelarado do que os ataques russos instando o mundo a se mover mais rápido. Falando por link de vídeo zelensky declarou que ele disse que seus aliados no devem hesitar relata a ap news. Na semana passada o reino unido se tornou o primeiro membro da otan a assumir um compromisso firme de enviar os modernos tanques de guerra de design ocidental challenger que kiev tem exigido.,17:56 18.01.2023,"Em Davos, OTAN promete armas 'mais pesadas e modernas' à Ucrânia; Zelensky pede 'rapidez' na entrega",https://sputniknewsbrasil.com.br/20230118/em-davos-otan-promete-armas-mais-pesadas-e-modernas-a-ucrania-zelensky-pede-rapidez-na-entrega-27055972.html
