formatted_text,date,title,link.href
" de acordo com um comunicado emitido pelo ministério das relaçes exteriores da rússia nesta terçafeira () os diplomatas discutiram a situaço da operaço especial na ucrnia e as relaçes bilaterais sobretudo comerciais e econmicas. Ontem () eli cohen sinalizou que tel aviv fará menos declaraçes públicas sobre o atual conflito entre rússia e ucrnia mas confirmou que sua ajuda humanitária significativa a kiev continuará. Faremos uma coisa com certeza em público falaremos menos"", disse cohen sobre o conflito na ucrnia em seu discurso inaugural para funcionários do ministério das relaçes exteriores. Ele também informou que o ministério está preparando uma assessoria detalhada\"" para ser enviada ao novo gabinete a fim de formular uma política responsável. No início da semana cohen conversou por telefone com o secretário de estado dos eua anthony blinken para discutir a cooperaço regional questes com o ir e relaçes bilaterais. O jornal times of israel relatou citando um diplomata israelense que blinken pediu a cohen para passar mensagens a lavrov embora nenhum detalhe tenha sido fornecido sobre seu conteúdo. A publicaço enfatiza que ainda no está clara qual será a política externa do governo do primeiroministro benjamin netanyahu para a ucrnia. Enquanto de um lado existe presso por parte dos eua sobre o assunto do outro pesa a importncia que tel aviv dará síria aliada da rússia.",16:29 03.01.2023,Rússia e Israel discutem conflito na Ucrânia; diplomata israelense teria passado mensagem dos EUA,https://sputniknewsbrasil.com.br/20230103/russia-e-israel-discutem-conflito-na-ucrania-diplomata-israelense-teria-passado-mensagem-dos-eua-26781588.html
