formatted_text,date,title,link.href
 la policía llevó a cabo duras detenciones a los participantes de las protestas. Las protestas contra el gobierno de moldavia por la energía los precios de los combustibles y el aumento de la inflación empezaron en mayo cuando había tenido lugar una nueva ola del aumento de precios. Muchos exigen la dimisión de la presidenta y la celebración de elecciones anticipadas. Los manifestantes también acusan a las autoridades de ser incapaces de combatir la crisis señalan la inflación récord que hacia mediados de verano alcanzó el interanual critican su rechazo a sostener negociaciones con rusia para obtener unos precios de gas más favorables y cuestionan la presión política que ejercen sobre la oposición.,12:01 GMT 30.10.2022,Se desata la nueva ola de protestas antigubernamentales en Chisináu | Videos,https://sputniknews.lat/20221030/se-desata-la-nueva-ola-de-protestas-antigubernamentales-en-chisinau-1131974985.html
