formatted_text,date,title,link.href
 segundo os dados da pasta para fabricar a arma a ucrnia pode usar substncias radioativas do combustível nuclear gasto da usina atmica de chernobyl. Confira no infográfico da sputnik como funciona a bomba suja qual é sua diferença da bomba atmica e que consequncias terá a sua exploso.,04:46 01.11.2022,Bomba suja: funcionamento e consequências do uso,https://sputniknewsbrasil.com.br/20221101/bomba-suja-funcionamento-e-consequencias-do-uso-25691994.html
