UserScreenName,formatted_text,Timestamp,Comments,Likes,Retweets
Rusia en Uruguay,Hoy en el periódico @diariolaruy a solicitud del embajador andrey budaev fue publicado el material de un bloguero extranjero sobre el papel clave de rusia urss en la obtención por parte de algunos países de eurasia de su independencia y estatalidad http bit.ly pp29l5,2022-03-01T15:26:15.000Z,59.0,158.0,330
Rusia en Uruguay, compartimos el artículo “la mentira principal arma de guerra en #ucrania del periodista urugayo aram aharonian https bit.ly dxy2k,2022-03-01T12:23:27.000Z,11.0,10.0,26
Rusia en Uruguay,Hoy por iniciativa de la embajada de rusia en uruguay en el periódico @diariolaruy fue publicado un fragmento del artículo del politologo estadounidense john mearsheimer titulado “por qué occidente es el culpable de la crisis en ucrania http bit.ly tqzgxy,2022-03-02T15:58:28.000Z,36.0,135.0,257
Rusia en Uruguay,Hoy en el periódico uruguayo @diariolaruy fue publicado el artículo del embajador de rusia en uruguay andrey budaev titulado “la política de sanciones económicas es el camino a ninguna parte http bit.ly mpnxbz,2022-03-05T14:41:54.000Z,32.0,103.0,234
Rusia en Uruguay,Les invitamos a conocer el artículo del embajador de rusia andrey budaev titulado qué significa “desnazificación de ucrania que fue publicado hoy en el periódico uruguayo @diariolaruy http bit.ly i0qqi,2022-03-09T17:06:56.000Z,52.0,183.0,331
Rusia en Uruguay,El  de marzo en vísperas de la bonita fiesta del día internacional de la mujer el embajador de rusia en uruguay andrey budaev felicitó a las mujeres del personal de la misión diplomática rusa en montevideo ,2022-03-08T14:38:41.000Z,3.0,5.0,61
Rusia en Uruguay, al permitir llamados a violencia contra los soldados y líderes rusos #meta fomenta la histeria antirrusa global volvemos a invitarles a unirse a nuestras páginas en #telegram http t.me embrusuruguay,2022-03-13T14:19:37.000Z,29.0,53.0,135
Rusia en Uruguay,El  de marzo en el periódico uruguayo @diariolaruy fue publicado el artículo del embajador de rusia en uruguay andrey budaev titulado “el memorándum de budapest y acontecimientos en ucrania http bit.ly wazdce,2022-03-16T14:46:19.000Z,16.0,18.0,40
Rusia en Uruguay,El ejército ruso entrega más de  toneladas de la ayuda humanitaria a la población del distrito izyum de la región de járkov,2022-03-14T12:35:53.000Z,6.0,7.0,12
Rusia en Uruguay,Lo que los medios occidentales prefieren callar la historia de la expansión de la otan hacia las fronteras rusas,2022-03-19T01:07:28.000Z,17.0,39.0,81
Rusia en Uruguay, the economist finalmente ha encontrado una guerra que no le gusta ,2022-03-20T00:46:53.000Z,6.0,7.0,27
